qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
2391,248,96,15,29,14,01:47.6,\N,\N
2392,248,97,29,9,15,01:48.1,\N,\N
2393,248,69,18,24,16,01:49.3,\N,\N
2394,248,79,25,3,17,01:49.4,\N,\N
2395,248,88,27,25,18,01:49.7,\N,\N
2396,248,89,29,10,19,01:49.9,\N,\N
2397,248,94,18,23,20,01:50.0,\N,\N
2398,248,64,28,21,21,01:53.0,\N,\N
2399,248,90,28,22,22,01:53.4,\N,\N
2400,248,85,30,17,23,01:53.5,\N,\N
2401,248,86,30,16,24,01:54.6,\N,\N
2402,249,71,3,5,1,01:17.0,\N,\N
2403,249,14,3,6,2,01:17.4,\N,\N
2404,249,30,22,1,3,01:17.6,\N,\N
2405,249,77,6,28,4,01:18.1,\N,\N
2406,249,57,1,8,5,01:18.4,\N,\N
2407,249,55,6,27,6,01:19.0,\N,\N
2408,249,56,17,15,7,01:19.5,\N,\N
2409,249,84,27,25,8,01:19.7,\N,\N
2410,249,65,22,2,9,01:20.1,\N,\N
2411,249,44,27,26,10,01:20.2,\N,\N
2412,249,49,15,30,11,01:20.4,\N,\N
2413,249,69,18,24,12,01:20.5,\N,\N
2414,249,87,1,7,13,01:20.6,\N,\N
2415,249,22,17,14,14,01:20.9,\N,\N
2416,249,83,18,23,15,01:21.2,\N,\N
2417,249,63,25,4,16,01:21.6,\N,\N
2418,249,79,25,3,17,01:21.7,\N,\N
2419,249,89,29,10,18,01:22.1,\N,\N
2420,249,96,15,29,19,01:22.2,\N,\N
2421,249,97,29,9,20,01:23.3,\N,\N
2422,249,90,28,22,21,01:24.4,\N,\N
2423,249,85,30,17,22,01:24.4,\N,\N
2424,249,64,28,21,23,01:24.7,\N,\N
2425,249,86,30,16,24,01:26.6,\N,\N
2426,250,77,6,28,1,01:54.4,\N,\N
2427,250,55,6,27,2,01:54.6,\N,\N
2428,250,57,1,8,3,01:55.4,\N,\N
2429,250,65,22,2,4,01:56.1,\N,\N
2430,250,14,3,6,5,01:56.3,\N,\N
2431,250,87,1,7,6,01:56.6,\N,\N
2432,250,56,17,15,7,01:57.0,\N,\N
2433,250,71,3,5,8,01:57.8,\N,\N
2434,250,44,27,26,9,01:58.0,\N,\N
2435,250,49,15,30,10,01:58.1,\N,\N
2436,250,63,25,4,11,01:58.2,\N,\N
2437,250,22,17,14,12,01:58.3,\N,\N
2438,250,84,27,26,13,01:58.3,\N,\N
2439,250,96,15,29,14,01:58.4,\N,\N
2440,250,79,25,3,15,01:58.6,\N,\N
2441,250,30,22,1,16,01:59.1,\N,\N
2442,250,83,18,23,17,01:59.3,\N,\N
2443,250,89,29,10,18,02:01.0,\N,\N
2444,250,69,18,24,19,02:01.0,\N,\N
2445,250,97,29,9,20,02:01.7,\N,\N
2446,250,85,30,17,21,02:02.4,\N,\N
2447,250,90,28,22,22,02:03.8,\N,\N
2448,250,86,30,16,23,02:06.4,\N,\N
2449,250,64,28,21,24,02:09.5,\N,\N
2450,251,14,3,6,1,01:24.5,\N,\N
2451,251,30,22,1,2,01:25.0,\N,\N
2452,251,77,6,28,3,01:25.4,\N,\N
2453,251,71,3,5,4,01:25.7,\N,\N
2454,251,55,6,27,5,01:25.7,\N,\N
2455,251,22,17,14,6,01:25.9,\N,\N
2456,251,57,1,8,7,01:25.9,\N,\N
2457,251,65,22,2,8,01:26.4,\N,\N
2458,251,87,1,7,9,01:26.5,\N,\N
2459,251,49,15,30,10,01:26.5,\N,\N
2460,251,84,27,26,11,01:27.1,\N,\N
2461,251,56,17,15,12,01:27.3,\N,\N
2462,251,44,27,26,13,01:27.4,\N,\N
2463,251,96,15,29,14,01:28.7,\N,\N
2464,251,97,29,9,15,01:28.9,\N,\N
2465,251,63,25,4,16,01:29.0,\N,\N
2466,251,79,25,3,17,01:29.3,\N,\N
2467,251,69,18,24,18,01:29.6,\N,\N
2468,251,83,18,23,19,01:29.9,\N,\N
2469,251,89,29,10,20,01:30.5,\N,\N
2470,251,85,30,17,21,01:30.7,\N,\N
2471,251,90,28,22,22,01:30.8,\N,\N
2472,251,64,28,21,23,01:32.1,\N,\N
2473,251,86,30,16,24,01:32.5,\N,\N
2474,252,14,3,6,1,01:20.5,\N,\N
2475,252,71,3,5,2,01:20.9,\N,\N
2476,252,30,22,1,3,01:21.3,\N,\N
2477,252,77,6,28,4,01:22.0,\N,\N
2478,252,49,15,30,5,01:22.2,\N,\N
2479,252,65,22,2,6,01:22.3,\N,\N
2480,252,55,6,27,7,01:22.4,\N,\N
2481,252,22,17,14,8,01:22.5,\N,\N
2482,252,84,27,25,9,01:22.6,\N,\N
2483,252,56,17,15,10,01:22.8,\N,\N
2484,252,44,27,26,11,01:22.9,\N,\N
2485,252,87,1,7,12,01:22.9,\N,\N
2486,252,57,1,8,13,01:23.1,\N,\N
2487,252,96,15,29,14,01:23.9,\N,\N
2488,252,63,25,4,15,01:23.9,\N,\N
2489,252,79,25,3,16,01:24.3,\N,\N
2490,252,83,18,23,17,01:24.7,\N,\N
2491,252,69,18,24,18,01:24.8,\N,\N
2492,252,89,29,10,19,01:24.9,\N,\N
2493,252,97,29,9,20,01:25.2,\N,\N
2494,252,85,30,17,21,01:26.2,\N,\N
2495,252,64,28,21,22,01:27.3,\N,\N
2496,252,90,28,22,23,01:27.5,\N,\N
2497,252,98,30,16,24,01:32.8,\N,\N
2498,253,14,3,6,1,01:18.7,\N,\N
2499,253,71,3,5,2,01:19.0,\N,\N
2500,253,30,22,1,3,01:19.1,\N,\N
2501,253,77,6,28,4,01:19.8,\N,\N
2502,253,56,17,15,5,01:20.5,\N,\N
2503,253,55,6,27,6,01:20.5,\N,\N
2504,253,65,22,2,7,01:20.7,\N,\N
2505,253,49,15,30,8,01:20.7,\N,\N
2506,253,57,1,8,9,01:20.9,\N,\N
2507,253,87,1,7,10,01:20.9,\N,\N
2508,253,22,17,14,11,01:21.2,\N,\N
2509,253,84,27,25,12,01:21.5,\N,\N
2510,253,96,15,29,13,01:22.1,\N,\N
2511,253,44,27,26,14,01:22.1,\N,\N
2512,253,63,25,4,15,01:23.1,\N,\N
2513,253,83,18,23,16,01:23.3,\N,\N
2514,253,97,29,9,17,01:23.7,\N,\N
2515,253,69,18,24,18,01:23.8,\N,\N
2516,253,99,25,3,19,01:24.3,\N,\N
2517,253,85,30,17,20,01:24.7,\N,\N
2518,253,89,29,10,21,01:24.9,\N,\N
2519,253,64,28,21,22,01:25.2,\N,\N
2520,253,90,28,22,23,01:26.1,\N,\N
2521,253,98,30,16,24,01:27.9,\N,\N
2522,254,14,3,6,1,01:14.0,\N,\N
2523,254,71,3,5,2,01:14.2,\N,\N
2524,254,30,22,1,3,01:14.3,\N,\N
2525,254,55,6,27,4,01:14.9,\N,\N
2526,254,77,6,28,5,01:15.0,\N,\N
2527,254,56,17,15,6,01:15.4,\N,\N
2528,254,65,22,2,7,01:15.6,\N,\N
2529,254,49,15,30,8,01:15.6,\N,\N
2530,254,44,27,26,9,01:15.6,\N,\N
2531,254,87,1,7,10,01:15.7,\N,\N
2532,254,22,17,14,11,01:15.8,\N,\N
2533,254,76,1,8,12,01:16.3,\N,\N
2534,254,88,27,25,13,01:16.5,\N,\N
2535,254,83,18,23,14,01:16.6,\N,\N
2536,254,96,15,29,15,01:16.6,\N,\N
2537,254,69,18,24,16,01:16.9,\N,\N
2538,254,79,25,3,17,01:17.0,\N,\N
2539,254,63,25,4,18,01:17.2,\N,\N
2540,254,81,29,9,19,01:18.1,\N,\N
2541,254,89,29,10,20,01:18.2,\N,\N
2542,254,64,28,21,21,01:19.6,\N,\N
2543,254,90,28,22,22,01:19.7,\N,\N
2544,254,85,30,17,23,01:20.1,\N,\N
2545,254,92,30,16,24,01:21.4,\N,\N
2546,255,30,22,1,1,01:38.0,\N,\N
2547,255,55,6,27,2,01:38.9,\N,\N
2548,255,57,1,8,3,01:39.0,\N,\N
2549,255,71,3,5,4,01:39.0,\N,\N
2550,255,77,6,28,5,01:39.0,\N,\N
2551,255,14,3,6,6,01:39.2,\N,\N
2552,255,56,17,15,7,01:39.6,\N,\N
2553,255,49,15,30,8,01:40.0,\N,\N
2554,255,65,22,2,9,01:40.3,\N,\N
2555,255,22,17,14,10,01:40.4,\N,\N
2556,255,44,27,26,11,01:40.8,\N,\N
2557,255,63,25,4,12,01:41.4,\N,\N
2558,255,88,27,25,13,01:41.6,\N,\N
2559,255,79,25,3,14,01:42.0,\N,\N
2560,255,81,29,9,15,01:42.1,\N,\N
2561,255,91,15,29,16,01:42.9,\N,\N
2562,255,83,18,23,17,01:43.1,\N,\N
2563,255,69,18,24,18,01:43.5,\N,\N
2564,255,89,29,10,19,01:44.1,\N,\N
2565,255,85,30,17,20,01:46.1,\N,\N
2566,255,64,28,21,21,01:46.7,\N,\N
2567,255,90,28,22,22,01:48.3,\N,\N
2568,255,92,30,16,23,01:48.3,\N,\N
2569,255,87,1,7,24,16:42.6,\N,\N
2570,256,71,3,5,1,\N,\N,\N
2571,256,14,3,6,2,\N,\N,\N
2572,256,30,22,1,3,\N,\N,\N
2573,256,77,6,28,4,\N,\N,\N
2574,256,55,6,27,5,\N,\N,\N
2575,256,49,15,30,6,\N,\N,\N
2576,256,22,17,14,7,\N,\N,\N
2577,256,65,22,2,8,\N,\N,\N
2578,256,56,17,15,9,\N,\N,\N
2579,256,87,1,7,10,\N,\N,\N
2580,256,84,27,25,11,\N,\N,\N
2581,256,44,27,26,12,\N,\N,\N
2582,256,81,29,9,13,\N,\N,\N
2583,256,63,25,4,14,\N,\N,\N
2584,256,69,18,24,15,\N,\N,\N
2585,256,79,25,3,16,\N,\N,\N
2586,256,83,18,23,17,\N,\N,\N
2587,256,91,15,29,18,\N,\N,\N
2588,256,89,29,10,19,\N,\N,\N
2589,256,90,28,22,20,\N,\N,\N
2590,256,64,28,21,21,\N,\N,\N
2591,256,85,30,16,22,\N,\N,\N
2592,256,92,30,16,23,\N,\N,\N
2593,256,57,1,8,24,\N,\N,\N
2594,257,102,3,2,1,01:16.0,\N,\N
2595,257,30,22,5,2,01:16.3,\N,\N
2596,257,55,6,27,3,01:17.4,\N,\N
2597,257,71,3,0,4,01:17.6,\N,\N
2598,257,49,15,30,5,01:17.8,\N,\N
2599,257,81,29,10,6,01:17.9,\N,\N
2600,257,91,15,29,7,01:17.9,\N,\N
2601,257,57,1,7,8,01:18.1,\N,\N
2602,257,50,22,6,9,01:18.2,\N,\N
2603,257,79,25,3,10,01:18.2,\N,\N
2604,257,104,29,9,11,01:18.2,\N,\N
2605,257,87,25,4,12,01:18.2,\N,\N
2606,257,100,33,20,13,01:18.3,\N,\N
2607,257,22,17,14,14,01:18.4,\N,\N
2608,257,94,18,23,15,01:18.7,\N,\N
2609,257,56,17,15,16,01:18.8,\N,\N
2610,257,77,6,28,17,01:18.9,\N,\N
2611,257,84,1,8,18,01:18.9,\N,\N
2612,257,44,27,26,19,01:19.3,\N,\N
2613,257,103,27,25,20,01:19.4,\N,\N
2614,257,65,32,12,21,01:19.5,\N,\N
2615,257,105,18,24,22,01:19.5,\N,\N
2616,257,106,33,19,23,01:19.5,\N,\N
2617,257,83,32,11,24,01:20.0,\N,\N
2618,257,92,30,34,25,01:20.7,\N,\N
2619,257,101,31,31,26,01:21.2,\N,\N
2620,258,102,3,2,1,01:10.2,\N,\N
2621,258,30,22,5,2,01:10.4,\N,\N
2622,258,71,3,0,3,01:10.8,\N,\N
2623,258,57,1,7,4,01:11.7,\N,\N
2624,258,77,6,28,5,01:11.7,\N,\N
2625,258,84,1,8,6,01:12.4,\N,\N
2626,258,78,6,27,7,01:12.4,\N,\N
2627,258,22,17,14,8,01:12.4,\N,\N
2628,258,104,29,9,9,01:12.4,\N,\N
2629,258,50,22,6,10,01:12.6,\N,\N
2630,258,49,15,30,11,01:12.7,\N,\N
2631,258,87,25,4,12,01:12.8,\N,\N
2632,258,81,29,10,13,01:12.9,\N,\N
2633,258,79,25,3,14,01:13.0,\N,\N
2634,258,105,18,24,15,01:13.0,\N,\N
2635,258,100,33,20,16,01:13.1,\N,\N
2636,258,94,18,23,17,01:13.5,\N,\N
2637,258,103,27,25,18,01:13.6,\N,\N
2638,258,91,15,29,19,01:13.9,\N,\N
2639,258,88,17,15,20,01:13.9,\N,\N
2640,258,106,33,19,21,01:14.1,\N,\N
2641,258,44,27,26,22,01:14.1,\N,\N
2642,258,65,32,12,23,01:14.4,\N,\N
2643,258,83,32,11,24,01:14.7,\N,\N
2644,258,101,31,31,25,01:14.7,\N,\N
2645,258,107,31,32,26,01:16.5,\N,\N
2646,259,102,3,2,1,01:21.5,\N,\N
2647,259,30,22,5,2,01:21.9,\N,\N
2648,259,77,6,28,3,01:22.1,\N,\N
2649,259,71,3,0,4,01:22.2,\N,\N
2650,259,109,22,6,5,01:22.7,\N,\N
2651,259,78,6,27,6,01:22.8,\N,\N
2652,259,49,15,30,7,01:23.1,\N,\N
2653,259,57,1,7,8,01:23.1,\N,\N
2654,259,79,25,3,9,01:23.3,\N,\N
2655,259,91,15,29,10,01:23.3,\N,\N
2656,259,81,29,10,11,01:23.7,\N,\N
2657,259,87,25,4,12,01:23.7,\N,\N
2658,259,84,1,8,13,01:23.9,\N,\N
2659,259,94,18,23,14,01:24.1,\N,\N
2660,259,105,18,24,15,01:24.3,\N,\N
2661,259,104,29,9,16,01:24.5,\N,\N
2662,259,103,27,25,17,01:24.7,\N,\N
2663,259,100,33,20,18,01:24.9,\N,\N
2664,259,44,27,26,19,01:25.0,\N,\N
2665,259,65,32,12,20,01:25.1,\N,\N
2666,259,110,17,15,21,01:25.2,\N,\N
2667,259,83,32,11,22,01:25.3,\N,\N
2668,259,106,33,19,23,01:26.0,\N,\N
2669,259,101,31,31,24,01:26.8,\N,\N
2670,259,92,30,34,25,01:27.1,\N,\N
2671,259,107,31,32,26,01:27.6,\N,\N
2672,259,108,30,33,27,01:27.9,\N,\N
2673,259,22,17,14,28,\N,\N,\N
2674,261,30,22,5,1,01:21.9,\N,\N
2675,261,71,3,0,2,01:22.6,\N,\N
2676,261,57,1,7,3,01:22.7,\N,\N
2677,261,109,22,6,4,01:23.0,\N,\N
2678,261,22,17,14,5,01:23.6,\N,\N
2679,261,55,6,27,6,01:23.7,\N,\N
2680,261,77,6,28,7,01:23.7,\N,\N
2681,261,84,1,8,8,01:23.8,\N,\N
2682,261,14,3,2,9,01:23.8,\N,\N
2683,261,79,25,3,10,01:24.0,\N,\N
2684,261,87,25,4,11,01:24.0,\N,\N
2685,261,49,15,30,12,01:24.3,\N,\N
2686,261,56,17,15,13,01:24.9,\N,\N
2687,261,105,18,24,14,01:25.0,\N,\N
2688,261,81,29,10,15,01:25.0,\N,\N
2689,261,100,33,20,16,01:25.1,\N,\N
2690,261,106,33,19,17,01:25.2,\N,\N
2691,261,94,18,23,18,01:25.2,\N,\N
2692,261,44,27,26,19,01:25.6,\N,\N
2693,261,103,27,25,20,01:25.8,\N,\N
2694,261,104,29,9,21,01:26.1,\N,\N
2695,261,65,32,12,22,01:26.4,\N,\N
2696,261,70,32,11,23,01:27.7,\N,\N
2697,261,101,31,31,24,01:28.2,\N,\N
2698,261,92,30,34,25,01:28.9,\N,\N
2699,261,108,30,33,26,01:30.7,\N,\N
2700,262,30,22,5,1,01:26.2,\N,\N
2701,262,55,6,27,2,01:26.3,\N,\N
2702,262,77,6,28,3,01:27.1,\N,\N
2703,262,71,3,0,4,01:27.1,\N,\N
2704,262,14,3,2,5,01:27.2,\N,\N
2705,262,22,17,14,6,01:27.6,\N,\N
2706,262,57,1,7,7,01:27.6,\N,\N
2707,262,56,17,15,8,01:27.8,\N,\N
2708,262,79,25,3,9,01:27.8,\N,\N
2709,262,49,15,30,10,01:28.0,\N,\N
2710,262,81,29,10,11,01:28.0,\N,\N
2711,262,84,1,8,12,01:28.2,\N,\N
2712,262,87,25,4,13,01:28.6,\N,\N
2713,262,110,15,29,14,01:28.7,\N,\N
2714,262,94,18,23,15,01:28.8,\N,\N
2715,262,104,29,9,16,01:28.9,\N,\N
2716,262,65,32,12,17,01:28.9,\N,\N
2717,262,105,18,24,18,01:28.9,\N,\N
2718,262,44,27,26,19,01:29.0,\N,\N
2719,262,109,22,6,20,01:29.0,\N,\N
2720,262,100,33,20,21,01:29.0,\N,\N
2721,262,106,33,19,22,01:29.4,\N,\N
2722,262,70,32,11,23,01:30.2,\N,\N
2723,262,103,27,25,24,01:30.5,\N,\N
2724,262,101,31,31,25,01:31.6,\N,\N
2725,262,92,30,34,26,01:32.8,\N,\N
2726,263,71,3,0,1,01:16.3,\N,\N
2727,263,95,3,2,2,01:16.4,\N,\N
2728,263,30,22,5,3,01:16.7,\N,\N
2729,263,55,6,27,4,01:17.0,\N,\N
2730,263,77,6,28,5,01:17.0,\N,\N
2731,263,56,17,15,6,01:17.4,\N,\N
2732,263,22,17,14,7,01:17.5,\N,\N
2733,263,50,22,6,8,01:17.6,\N,\N
2734,263,57,1,7,9,01:17.8,\N,\N
2735,263,49,15,30,10,01:17.8,\N,\N
2736,263,110,15,29,11,01:17.9,\N,\N
2737,263,84,1,8,12,01:18.0,\N,\N
2738,263,44,27,26,13,01:18.0,\N,\N
2739,263,79,25,3,14,01:18.2,\N,\N
2740,263,103,27,25,15,01:18.2,\N,\N
2741,263,94,18,23,16,01:18.2,\N,\N
2742,263,87,25,4,17,01:18.4,\N,\N
2743,263,104,29,9,18,01:18.6,\N,\N
2744,263,65,32,12,19,01:18.7,\N,\N
2745,263,100,33,20,20,01:18.8,\N,\N
2746,263,105,18,24,21,01:18.9,\N,\N
2747,263,81,29,10,22,01:18.9,\N,\N
2748,263,70,32,11,23,01:19.1,\N,\N
2749,263,101,31,31,24,01:19.8,\N,\N
2750,263,106,33,19,25,01:19.9,\N,\N
2751,263,111,31,32,26,01:21.8,\N,\N
2752,264,71,3,0,1,01:25.0,\N,\N
2753,264,30,22,5,2,01:25.0,\N,\N
2754,264,77,6,28,3,01:25.0,\N,\N
2755,264,55,6,27,4,01:25.5,\N,\N
2756,264,57,1,7,5,01:26.3,\N,\N
2757,264,22,17,14,6,01:26.3,\N,\N
2758,264,14,3,2,7,01:26.3,\N,\N
2759,264,79,25,3,8,01:26.4,\N,\N
2760,264,84,1,8,9,01:26.8,\N,\N
2761,264,50,22,6,10,01:26.8,\N,\N
2762,264,87,25,4,11,01:26.9,\N,\N
2763,264,56,17,15,12,01:27.1,\N,\N
2764,264,49,15,30,13,01:27.3,\N,\N
2765,264,94,18,23,14,01:27.5,\N,\N
2766,264,44,27,26,15,01:27.8,\N,\N
2767,264,81,29,10,16,01:27.9,\N,\N
2768,264,105,18,24,17,01:28.1,\N,\N
2769,264,110,15,29,18,01:28.2,\N,\N
2770,264,70,32,11,19,01:28.2,\N,\N
2771,264,104,29,9,20,01:28.2,\N,\N
2772,264,65,32,12,21,01:28.3,\N,\N
2773,264,100,33,20,22,01:28.5,\N,\N
2774,264,103,27,25,23,01:29.0,\N,\N
2775,264,106,33,19,24,01:29.3,\N,\N
2776,264,101,31,31,25,01:30.7,\N,\N
2777,264,111,31,32,26,01:30.7,\N,\N
2778,265,77,6,28,1,01:43.6,\N,\N
2779,265,55,6,27,2,01:44.0,\N,\N
2780,265,71,3,0,3,01:44.0,\N,\N
2781,265,30,22,5,4,01:44.3,\N,\N
2782,265,79,25,3,5,01:44.7,\N,\N
2783,265,14,3,2,6,01:45.1,\N,\N
2784,265,87,25,4,7,01:45.5,\N,\N
2785,265,57,1,7,8,01:45.5,\N,\N
2786,265,49,15,30,9,01:45.9,\N,\N
2787,265,56,17,15,10,01:45.9,\N,\N
2788,265,22,17,14,11,01:45.9,\N,\N
2789,265,44,27,26,12,01:46.2,\N,\N
2790,265,84,1,8,13,01:46.2,\N,\N
2791,265,103,27,25,14,01:46.3,\N,\N
2792,265,65,32,12,15,01:46.6,\N,\N
2793,265,81,29,10,16,01:46.8,\N,\N
2794,265,104,29,9,17,01:47.1,\N,\N
2795,265,110,15,29,18,01:47.2,\N,\N
2796,265,50,22,6,19,01:47.3,\N,\N
2797,265,94,18,23,20,01:47.4,\N,\N
2798,265,70,32,11,21,01:47.4,\N,\N
2799,265,100,33,20,22,01:48.2,\N,\N
2800,265,105,18,24,23,01:48.3,\N,\N
2801,265,106,33,19,24,01:48.7,\N,\N
2802,265,101,31,31,25,01:48.9,\N,\N
2803,265,111,31,32,26,01:49.2,\N,\N
2804,266,30,22,5,1,01:18.3,\N,\N
2805,266,71,3,0,2,01:18.8,\N,\N
2806,266,14,3,2,3,01:20.2,\N,\N
2807,266,77,6,28,4,01:20.2,\N,\N
2808,266,79,25,3,5,01:20.2,\N,\N
2809,266,84,1,8,6,01:20.6,\N,\N
2810,266,56,17,15,7,01:20.7,\N,\N
2811,266,49,15,30,8,01:20.9,\N,\N
2812,266,44,27,26,9,01:20.9,\N,\N
2813,266,22,17,14,10,01:21.0,\N,\N
2814,266,87,25,4,11,01:21.0,\N,\N
2815,266,50,22,6,12,01:21.1,\N,\N
2816,266,55,6,27,13,01:21.2,\N,\N
2817,266,112,1,7,14,01:21.5,\N,\N
2818,266,94,18,23,15,01:21.8,\N,\N
2819,266,104,29,9,16,01:21.9,\N,\N
2820,266,110,15,29,17,01:21.9,\N,\N
2821,266,103,27,25,18,01:22.0,\N,\N
2822,266,81,29,10,19,01:22.3,\N,\N
2823,266,105,18,24,20,01:22.4,\N,\N
2824,266,100,33,20,21,01:22.5,\N,\N
2825,266,70,32,11,22,01:22.5,\N,\N
2826,266,101,31,31,23,01:22.6,\N,\N
2827,266,65,32,12,24,01:22.7,\N,\N
2828,266,106,33,19,25,01:22.9,\N,\N
2829,266,111,31,32,26,01:24.2,\N,\N
2830,267,22,17,14,1,02:21.2,\N,\N
2831,267,30,22,5,2,02:21.5,\N,\N
2832,267,71,3,0,3,02:21.7,\N,\N
2833,267,56,17,15,4,02:22.1,\N,\N
2834,267,55,6,27,5,02:22.2,\N,\N
2835,267,50,22,6,6,02:22.2,\N,\N
2836,267,14,3,2,7,02:22.4,\N,\N
2837,267,57,1,7,8,02:22.4,\N,\N
2838,267,49,15,30,9,02:22.6,\N,\N
2839,267,94,18,23,10,02:23.3,\N,\N
2840,267,77,6,28,11,02:23.9,\N,\N
2841,267,87,25,4,12,02:24.0,\N,\N
2842,267,84,1,8,13,02:24.1,\N,\N
2843,267,81,29,10,14,02:25.1,\N,\N
2844,267,110,15,29,15,02:25.7,\N,\N
2845,267,103,27,25,16,02:26.0,\N,\N
2846,267,44,27,26,17,02:26.1,\N,\N
2847,267,105,18,24,18,02:26.7,\N,\N
2848,267,112,33,19,19,02:26.9,\N,\N
2849,267,65,32,12,20,02:27.2,\N,\N
2850,267,101,31,31,21,02:27.2,\N,\N
2851,267,100,33,20,22,02:28.2,\N,\N
2852,267,79,25,3,23,02:29.0,\N,\N
2853,267,104,29,9,24,02:30.9,\N,\N
2854,267,111,31,32,25,02:31.8,\N,\N
2855,267,113,32,11,26,02:33.9,\N,\N
2856,268,55,6,27,1,01:23.8,\N,\N
2857,268,77,6,28,2,01:24.0,\N,\N
2858,268,71,3,0,3,01:24.2,\N,\N
2859,268,65,32,12,4,01:24.4,\N,\N
2860,268,14,3,2,5,01:24.5,\N,\N
2861,268,44,27,26,6,01:25.5,\N,\N
2862,268,57,1,7,7,01:25.5,\N,\N
2863,268,110,15,29,8,01:25.5,\N,\N
2864,268,56,17,15,9,01:25.6,\N,\N
2865,268,50,22,6,10,01:25.6,\N,\N
2866,268,49,15,30,11,01:25.6,\N,\N
2867,268,103,27,25,12,01:25.7,\N,\N
2868,268,70,32,11,13,01:25.7,\N,\N
2869,268,79,25,3,14,01:25.9,\N,\N
2870,268,84,1,8,15,01:25.9,\N,\N
2871,268,22,17,14,16,01:25.9,\N,\N
2872,268,81,29,10,17,01:26.0,\N,\N
2873,268,94,18,23,18,01:26.1,\N,\N
2874,268,104,29,9,19,01:26.3,\N,\N
2875,268,109,22,5,20,01:26.4,\N,\N
2876,268,87,25,4,21,01:26.6,\N,\N
2877,268,105,18,24,22,01:26.8,\N,\N
2878,268,114,33,19,23,01:27.8,\N,\N
2879,268,100,33,20,24,01:27.9,\N,\N
2880,268,111,31,32,25,01:28.4,\N,\N
2881,268,101,31,31,26,01:28.6,\N,\N
2882,269,77,6,28,1,01:20.6,\N,\N
2883,269,71,3,0,2,01:20.8,\N,\N
2884,269,14,3,2,3,01:21.0,\N,\N
2885,269,57,1,7,4,01:21.3,\N,\N
2886,269,55,6,27,5,01:21.5,\N,\N
2887,269,79,25,3,6,01:21.6,\N,\N
2888,269,84,1,8,7,01:21.7,\N,\N
2889,269,22,17,14,8,01:21.8,\N,\N
2890,269,49,15,30,9,01:21.9,\N,\N
2891,269,50,22,6,10,01:22.0,\N,\N
2892,269,104,29,9,11,01:22.1,\N,\N
2893,269,87,25,4,12,01:22.3,\N,\N
2894,269,56,17,15,13,01:22.3,\N,\N
2895,269,109,22,5,14,01:22.4,\N,\N
2896,269,44,27,26,15,01:22.7,\N,\N
2897,269,81,29,10,16,01:22.8,\N,\N
2898,269,110,15,29,17,01:22.9,\N,\N
2899,269,94,18,23,18,01:23.2,\N,\N
2900,269,105,18,24,19,01:23.4,\N,\N
2901,269,65,32,12,20,01:23.4,\N,\N
2902,269,103,27,25,21,01:23.7,\N,\N
2903,269,100,33,20,22,01:24.2,\N,\N
2904,269,114,33,19,23,01:24.4,\N,\N
2905,269,101,31,31,24,01:24.5,\N,\N
2906,269,113,32,11,25,01:25.3,\N,\N
2907,269,111,31,32,26,01:25.6,\N,\N
2908,270,30,22,5,1,01:22.8,\N,\N
2909,270,71,3,0,2,01:22.9,\N,\N
2910,270,95,3,2,3,01:23.4,\N,\N
2911,270,49,15,30,4,01:23.4,\N,\N
2912,270,22,17,14,5,01:23.5,\N,\N
2913,270,77,6,28,6,01:23.7,\N,\N
2914,270,65,27,25,7,01:24.0,\N,\N
2915,270,81,29,10,8,01:24.1,\N,\N
2916,270,57,1,7,9,01:24.1,\N,\N
2917,270,56,17,15,10,01:24.2,\N,\N
2918,270,44,27,26,11,01:24.4,\N,\N
2919,270,50,22,6,12,01:24.6,\N,\N
2920,270,79,25,3,13,01:24.7,\N,\N
2921,270,87,25,4,14,01:24.8,\N,\N
2922,270,84,1,8,15,01:25.1,\N,\N
2923,270,55,6,27,16,01:25.2,\N,\N
2924,270,94,18,23,17,01:25.3,\N,\N
2925,270,110,15,29,18,01:25.4,\N,\N
2926,270,104,29,9,19,01:25.4,\N,\N
2927,270,105,18,24,20,01:25.5,\N,\N
2928,270,70,32,12,21,01:25.6,\N,\N
2929,270,103,32,11,22,01:25.6,\N,\N
2930,270,100,33,20,23,01:26.3,\N,\N
2931,270,115,33,19,24,01:27.2,\N,\N
2932,270,101,31,31,25,01:27.2,\N,\N
2933,270,93,31,32,26,01:28.0,\N,\N
2934,271,30,22,5,1,01:37.2,\N,\N
2935,271,71,3,0,2,01:37.7,\N,\N
2936,271,49,15,30,3,01:37.7,\N,\N
2937,271,95,3,2,4,01:37.8,\N,\N
2938,271,65,22,6,5,01:37.8,\N,\N
2939,271,56,17,15,6,01:37.9,\N,\N
2940,271,55,6,27,7,01:37.9,\N,\N
2941,271,57,1,7,8,01:38.0,\N,\N
2942,271,84,1,8,9,01:38.1,\N,\N
2943,271,22,17,14,10,01:38.5,\N,\N
2944,271,77,6,28,11,01:38.6,\N,\N
2945,271,81,29,10,12,01:39.0,\N,\N
2946,271,87,25,4,13,01:39.3,\N,\N
2947,271,79,25,3,14,01:39.5,\N,\N
2948,271,109,15,29,15,01:39.5,\N,\N
2949,271,94,18,23,16,01:39.5,\N,\N
2950,271,70,32,12,17,01:39.7,\N,\N
2951,271,104,29,9,18,01:39.9,\N,\N
